Purchase Date,Purchase Cost,Source,Sale Date,Sale Price,Profit,month,year,turnover
9/27/2016,$49.49 ,Third Party,11/8/2016,$99.49 ,$72.50 ,9,2016,56.20712121
9/28/2016,$91.02 ,Third Party,11/9/2016,$141.02 ,$98.53 ,9,2016,50.10673302
9/29/2016,$110.10 ,Third Party,11/10/2016,$160.10 ,$152.03 ,9,2016,45.32352322
9/30/2016,$118.88 ,Third Party,11/11/2016,$168.88 ,$61.92 ,9,2016,59.13091268
10/1/2016,$49.05 ,Third Party,11/12/2016,$99.05 ,$50.59 ,10,2016,60.48384857
10/2/2016,$72.47 ,Third Party,11/13/2016,$122.47 ,$117.63 ,10,2016,60.68513454
10/3/2016,$99.33 ,Third Party,11/14/2016,$149.33 ,$112.67 ,10,2016,55.3967476
10/4/2016,$122.26 ,Third Party,11/15/2016,$172.26 ,$117.76 ,10,2016,54.41607419
10/5/2016,$89.60 ,Third Party,11/16/2016,$139.60 ,$51.66 ,10,2016,49.01040554
10/6/2016,$84.15 ,Third Party,11/17/2016,$134.15 ,$103.32 ,10,2016,50.64519361
10/7/2016,$30.27 ,Third Party,11/18/2016,$80.27 ,$78.54 ,10,2016,54.34912146
10/8/2016,$42.20 ,Third Party,11/19/2016,$92.20 ,$81.00 ,10,2016,49.30576463
10/9/2016,$92.07 ,Third Party,11/20/2016,$142.07 ,$89.35 ,10,2016,51.29492475
10/10/2016,$89.37 ,Third Party,11/21/2016,$139.37 ,$76.52 ,10,2016,47.63322218
10/11/2016,$115.25 ,Third Party,11/22/2016,$165.25 ,$79.00 ,10,2016,44.93823573
10/12/2016,$43.98 ,Third Party,11/23/2016,$93.98 ,$71.04 ,10,2016,60.14964042
10/13/2016,$33.43 ,Third Party,11/24/2016,$83.43 ,$67.13 ,10,2016,55.33762385
10/14/2016,$64.33 ,Third Party,11/25/2016,$114.33 ,$74.32 ,10,2016,46.40299076
10/15/2016,$50.39 ,Third Party,11/26/2016,$100.39 ,$78.78 ,10,2016,45.50189779
10/16/2016,$94.81 ,Third Party,11/27/2016,$144.81 ,$105.80 ,10,2016,50.91171588
10/17/2016,$57.08 ,Third Party,11/28/2016,$107.08 ,$94.56 ,10,2016,53.23665283
10/18/2016,$110.59 ,Third Party,11/29/2016,$160.59 ,$110.13 ,10,2016,60.15481562
10/19/2016,$104.41 ,Third Party,11/30/2016,$154.41 ,$64.06 ,10,2016,50.80184165
10/20/2016,$115.80 ,Third Party,12/1/2016,$165.80 ,$155.02 ,10,2016,56.02079736
10/21/2016,$63.17 ,Third Party,12/2/2016,$113.17 ,$50.94 ,10,2016,58.30036595
10/22/2016,$122.19 ,Third Party,12/3/2016,$172.19 ,$116.95 ,10,2016,58.08726251
10/23/2016,$80.83 ,Online,12/4/2016,$130.83 ,$114.36 ,10,2016,52.58389722
10/24/2016,$99.19 ,Online,12/5/2016,$149.19 ,$57.13 ,10,2016,56.31955488
10/25/2016,$93.93 ,Online,12/6/2016,$143.93 ,$102.69 ,10,2016,44.81728796
10/26/2016,$67.25 ,Online,12/7/2016,$117.25 ,$99.32 ,10,2016,43.89333934
10/27/2016,$106.69 ,Online,12/8/2016,$156.69 ,$57.64 ,10,2016,55.47867154
10/28/2016,$25.71 ,Online,12/9/2016,$75.71 ,$70.56 ,10,2016,49.17156216
10/29/2016,$105.44 ,Online,12/10/2016,$155.44 ,$110.35 ,10,2016,50.76207454
10/30/2016,$95.76 ,Online,12/11/2016,$145.76 ,$58.32 ,10,2016,54.11803728
10/31/2016,$122.39 ,Online,12/12/2016,$172.39 ,$84.07 ,10,2016,50.91864191
11/1/2016,$122.50 ,Online,12/13/2016,$172.50 ,$108.46 ,11,2016,55.46823279
11/2/2016,$69.27 ,Online,12/14/2016,$119.27 ,$51.08 ,11,2016,46.84205435
11/3/2016,$85.10 ,Online,12/15/2016,$135.10 ,$56.78 ,11,2016,44.60877019
11/4/2016,$122.30 ,Online,12/16/2016,$172.30 ,$86.15 ,11,2016,57.58480509
11/5/2016,$98.18 ,Online,12/17/2016,$148.18 ,$126.02 ,11,2016,52.63198352
11/6/2016,$86.60 ,Online,12/18/2016,$136.60 ,$62.39 ,11,2016,48.89403547
11/7/2016,$34.71 ,Online,12/19/2016,$84.71 ,$60.82 ,11,2016,43.97100641
11/8/2016,$49.96 ,Online,12/20/2016,$99.96 ,$62.11 ,11,2016,46.93632045
11/9/2016,$48.43 ,Online,12/21/2016,$98.43 ,$92.38 ,11,2016,55.04566054
11/10/2016,$70.72 ,Online,12/22/2016,$120.72 ,$65.28 ,11,2016,54.77091609
11/11/2016,$78.92 ,Online,12/23/2016,$128.92 ,$122.41 ,11,2016,46.47392228
11/12/2016,$57.32 ,Online,12/24/2016,$107.32 ,$60.76 ,11,2016,60.28671212
11/13/2016,$31.38 ,Online,12/25/2016,$81.38 ,$62.97 ,11,2016,47.79718592
11/14/2016,$25.35 ,Online,12/26/2016,$75.35 ,$56.69 ,11,2016,51.20564078
11/15/2016,$25.00 ,Online,12/27/2016,$75.00 ,$58.34 ,11,2016,60.96306719
11/16/2016,$103.61 ,Online,12/28/2016,$153.61 ,$76.22 ,11,2016,49.26459244
11/17/2016,$90.89 ,Online,12/29/2016,$140.89 ,$129.27 ,11,2016,60.91160676
11/18/2016,$112.12 ,Online,12/30/2016,$162.12 ,$102.53 ,11,2016,50.76624833
11/19/2016,$38.81 ,Online,12/31/2016,$88.81 ,$52.03 ,11,2016,52.34506386
11/20/2016,$47.74 ,Online,1/1/2017,$97.74 ,$58.41 ,11,2016,54.2997336
11/21/2016,$123.87 ,Online,1/2/2017,$173.87 ,$53.04 ,11,2016,51.57712654
11/22/2016,$65.95 ,Online,1/3/2017,$115.95 ,$92.66 ,11,2016,59.93659401
11/23/2016,$101.44 ,Online,1/4/2017,$151.44 ,$96.97 ,11,2016,52.99665893
11/24/2016,$97.23 ,Online,1/5/2017,$147.23 ,$72.40 ,11,2016,53.37722183
11/25/2016,$38.32 ,Online,1/6/2017,$88.32 ,$69.06 ,11,2016,47.12056933
11/26/2016,$75.58 ,Online,1/7/2017,$125.58 ,$51.15 ,11,2016,53.62443183
11/27/2016,$49.46 ,Online,1/8/2017,$99.46 ,$73.99 ,11,2016,58.11461513
11/28/2016,$40.22 ,Online,1/9/2017,$90.22 ,$73.11 ,11,2016,59.50787246
11/29/2016,$104.86 ,Online,1/10/2017,$154.86 ,$55.72 ,11,2016,59.5295399
11/30/2016,$86.18 ,Online,1/11/2017,$136.18 ,$127.17 ,11,2016,44.62481
12/1/2016,$31.72 ,Online,1/12/2017,$81.72 ,$69.31 ,12,2016,51.62742066
12/2/2016,$47.99 ,Online,1/13/2017,$97.99 ,$84.59 ,12,2016,48.69731302
12/3/2016,$87.38 ,Online,1/14/2017,$137.38 ,$124.10 ,12,2016,59.16948927
12/4/2016,$73.05 ,Online,1/15/2017,$123.05 ,$58.33 ,12,2016,52.19838718
12/5/2016,$121.01 ,Roadside Pickup,1/16/2017,$171.01 ,$98.75 ,12,2016,47.68648313
12/6/2016,$103.96 ,Roadside Pickup,1/17/2017,$153.96 ,$133.35 ,12,2016,46.65990791
12/7/2016,$118.12 ,Roadside Pickup,1/18/2017,$168.12 ,$74.04 ,12,2016,50.01311149
12/8/2016,$76.25 ,Roadside Pickup,1/19/2017,$126.25 ,$53.40 ,12,2016,49.07762649
12/9/2016,$123.61 ,Roadside Pickup,1/20/2017,$173.61 ,$78.97 ,12,2016,43.76510804
12/10/2016,$27.77 ,Roadside Pickup,1/21/2017,$77.77 ,$61.03 ,12,2016,58.69571202
12/11/2016,$111.13 ,Roadside Pickup,1/22/2017,$161.13 ,$136.73 ,12,2016,57.51573111
12/12/2016,$87.12 ,Roadside Pickup,1/23/2017,$137.12 ,$99.90 ,12,2016,55.14948835
12/13/2016,$57.98 ,Roadside Pickup,1/24/2017,$107.98 ,$100.99 ,12,2016,55.46793162
12/14/2016,$66.53 ,Roadside Pickup,1/25/2017,$116.53 ,$55.08 ,12,2016,48.23183167
12/15/2016,$43.82 ,Roadside Pickup,1/26/2017,$93.82 ,$81.02 ,12,2016,58.37270318
12/16/2016,$101.44 ,Roadside Pickup,1/27/2017,$151.44 ,$147.56 ,12,2016,48.34237377
12/17/2016,$85.69 ,Roadside Pickup,1/28/2017,$135.69 ,$70.36 ,12,2016,57.20571405
12/18/2016,$96.77 ,Roadside Pickup,1/29/2017,$146.77 ,$60.83 ,12,2016,51.17385479
12/19/2016,$49.23 ,Roadside Pickup,1/30/2017,$99.23 ,$89.83 ,12,2016,60.14045813
12/20/2016,$90.23 ,Roadside Pickup,1/31/2017,$140.23 ,$53.04 ,12,2016,48.54327803
12/21/2016,$54.25 ,Roadside Pickup,2/1/2017,$104.25 ,$102.15 ,12,2016,42.48233305
12/22/2016,$74.18 ,Roadside Pickup,2/2/2017,$124.18 ,$96.07 ,12,2016,53.64514536
12/23/2016,$112.22 ,Roadside Pickup,2/3/2017,$162.22 ,$128.79 ,12,2016,50.10787239
12/24/2016,$34.40 ,Roadside Pickup,2/4/2017,$84.40 ,$62.40 ,12,2016,45.41847053
12/25/2016,$45.29 ,Roadside Pickup,2/5/2017,$95.29 ,$93.98 ,12,2016,51.06184664
12/26/2016,$97.07 ,Roadside Pickup,2/6/2017,$147.07 ,$113.51 ,12,2016,61.67626657
12/27/2016,$51.78 ,Roadside Pickup,2/7/2017,$101.78 ,$58.33 ,12,2016,56.18728037
12/28/2016,$83.96 ,Roadside Pickup,2/8/2017,$133.96 ,$53.24 ,12,2016,43.33491302
12/29/2016,$26.82 ,Roadside Pickup,2/9/2017,$76.82 ,$56.69 ,12,2016,58.10863414
12/30/2016,$87.08 ,Roadside Pickup,2/10/2017,$137.08 ,$133.00 ,12,2016,47.02945671
12/31/2016,$113.27 ,Roadside Pickup,2/11/2017,$163.27 ,$113.78 ,12,2016,47.86930479
1/1/2017,$107.73 ,Roadside Pickup,2/12/2017,$157.73 ,$124.60 ,1,2017,54.92654429
1/2/2017,$48.08 ,Roadside Pickup,2/13/2017,$98.08 ,$82.54 ,1,2017,50.80564082
1/3/2017,$99.49 ,Roadside Pickup,2/14/2017,$149.49 ,$81.44 ,1,2017,47.21781496
1/4/2017,$61.04 ,Roadside Pickup,2/15/2017,$111.04 ,$106.29 ,1,2017,42.1298837
1/5/2017,$36.25 ,Roadside Pickup,2/16/2017,$86.25 ,$85.55 ,1,2017,53.96265363
1/6/2017,$27.31 ,Roadside Pickup,2/17/2017,$77.31 ,$63.78 ,1,2017,60.48449502
1/7/2017,$32.69 ,Roadside Pickup,2/18/2017,$82.69 ,$65.14 ,1,2017,54.03964906
1/8/2017,$48.41 ,Roadside Pickup,2/19/2017,$98.41 ,$95.94 ,1,2017,52.40616879
1/9/2017,$71.44 ,Roadside Pickup,2/20/2017,$121.44 ,$72.52 ,1,2017,49.26741714
1/10/2017,$122.92 ,Roadside Pickup,2/21/2017,$172.92 ,$169.20 ,1,2017,45.99227114
1/11/2017,$104.45 ,Roadside Pickup,2/22/2017,$154.45 ,$97.68 ,1,2017,46.5051378
1/12/2017,$88.35 ,Roadside Pickup,2/23/2017,$138.35 ,$110.00 ,1,2017,43.13702823
1/13/2017,$93.17 ,Roadside Pickup,2/24/2017,$143.17 ,$106.35 ,1,2017,59.70652478
1/14/2017,$94.70 ,Roadside Pickup,2/25/2017,$144.70 ,$138.57 ,1,2017,47.29695888
1/15/2017,$87.80 ,Roadside Pickup,2/26/2017,$137.80 ,$71.87 ,1,2017,55.1921388
1/16/2017,$54.10 ,Roadside Pickup,2/27/2017,$104.10 ,$82.54 ,1,2017,60.23877857
1/17/2017,$101.97 ,Roadside Pickup,2/28/2017,$151.97 ,$143.67 ,1,2017,61.50760961
1/18/2017,$57.62 ,Roadside Pickup,3/1/2017,$107.62 ,$93.90 ,1,2017,50.65474497
1/19/2017,$65.98 ,Roadside Pickup,3/2/2017,$115.98 ,$103.73 ,1,2017,48.57518244
1/20/2017,$103.15 ,Roadside Pickup,3/3/2017,$153.15 ,$121.60 ,1,2017,59.87661811
1/21/2017,$60.73 ,Roadside Pickup,3/4/2017,$110.73 ,$78.51 ,1,2017,52.10397136
1/22/2017,$78.47 ,Roadside Pickup,3/5/2017,$128.47 ,$69.25 ,1,2017,55.78829156
1/23/2017,$91.62 ,Roadside Pickup,3/6/2017,$141.62 ,$127.98 ,1,2017,58.95685486
1/24/2017,$49.54 ,Roadside Pickup,3/7/2017,$99.54 ,$54.31 ,1,2017,48.1869259
1/25/2017,$122.85 ,Roadside Pickup,3/8/2017,$172.85 ,$140.59 ,1,2017,47.19073703
1/26/2017,$122.93 ,Roadside Pickup,3/9/2017,$172.93 ,$120.39 ,1,2017,56.39517866
1/27/2017,$124.30 ,Roadside Pickup,3/10/2017,$174.30 ,$161.76 ,1,2017,61.77387995
1/28/2017,$124.19 ,Roadside Pickup,3/11/2017,$174.19 ,$71.12 ,1,2017,53.94007814
1/29/2017,$75.59 ,Roadside Pickup,3/12/2017,$125.59 ,$124.72 ,1,2017,56.89062008
1/30/2017,$54.16 ,Roadside Pickup,3/13/2017,$104.16 ,$74.36 ,1,2017,48.6971354
1/31/2017,$95.54 ,Roadside Pickup,3/14/2017,$145.54 ,$108.32 ,1,2017,49.29390582
2/1/2017,$70.90 ,Roadside Pickup,3/15/2017,$120.90 ,$86.91 ,2,2017,49.06056636
2/2/2017,$44.29 ,Roadside Pickup,3/16/2017,$94.29 ,$71.58 ,2,2017,61.26934987
2/3/2017,$65.33 ,Roadside Pickup,3/17/2017,$115.33 ,$91.73 ,2,2017,52.69276681
2/4/2017,$69.23 ,Roadside Pickup,3/18/2017,$119.23 ,$70.37 ,2,2017,51.10868128
2/5/2017,$74.94 ,Roadside Pickup,3/19/2017,$124.94 ,$110.64 ,2,2017,51.66137339
2/6/2017,$58.41 ,Roadside Pickup,3/20/2017,$108.41 ,$96.12 ,2,2017,56.51624287
2/7/2017,$83.06 ,Roadside Pickup,3/21/2017,$133.06 ,$55.38 ,2,2017,48.93242913
2/8/2017,$32.17 ,Roadside Pickup,3/22/2017,$82.17 ,$50.58 ,2,2017,57.09843945
2/9/2017,$124.32 ,Roadside Pickup,3/23/2017,$174.32 ,$105.46 ,2,2017,61.82660357
2/10/2017,$30.45 ,Roadside Pickup,3/24/2017,$80.45 ,$73.36 ,2,2017,57.68274569
2/11/2017,$46.03 ,Roadside Pickup,3/25/2017,$96.03 ,$83.03 ,2,2017,51.83473105
2/12/2017,$96.52 ,Roadside Pickup,3/26/2017,$146.52 ,$95.94 ,2,2017,57.98781049
2/13/2017,$74.05 ,Roadside Pickup,3/27/2017,$124.05 ,$98.80 ,2,2017,57.41277373
2/14/2017,$119.44 ,Roadside Pickup,3/28/2017,$169.44 ,$146.02 ,2,2017,59.26685725
2/15/2017,$82.41 ,Roadside Pickup,3/29/2017,$132.41 ,$100.79 ,2,2017,46.31346159
2/16/2017,$84.52 ,Roadside Pickup,3/30/2017,$134.52 ,$87.39 ,2,2017,58.89618317
2/17/2017,$51.81 ,Roadside Pickup,3/31/2017,$101.81 ,$78.96 ,2,2017,51.57579224
2/18/2017,$50.93 ,Roadside Pickup,4/1/2017,$100.93 ,$94.23 ,2,2017,56.34003713
2/19/2017,$44.69 ,Roadside Pickup,4/2/2017,$94.69 ,$71.17 ,2,2017,52.63487689
2/20/2017,$77.35 ,Roadside Pickup,4/3/2017,$127.35 ,$61.73 ,2,2017,48.95801115
2/21/2017,$29.83 ,Roadside Pickup,4/4/2017,$79.83 ,$72.59 ,2,2017,55.79693468
2/22/2017,$113.02 ,Roadside Pickup,4/5/2017,$163.02 ,$64.58 ,2,2017,48.77194786
2/23/2017,$29.23 ,Roadside Pickup,4/6/2017,$79.23 ,$60.88 ,2,2017,50.2973504
2/24/2017,$89.94 ,Roadside Pickup,4/7/2017,$139.94 ,$109.92 ,2,2017,46.35710543
2/25/2017,$77.44 ,Roadside Pickup,4/8/2017,$127.44 ,$54.46 ,2,2017,45.18535383
2/26/2017,$28.75 ,Roadside Pickup,4/9/2017,$78.75 ,$63.90 ,2,2017,43.60906604
2/27/2017,$97.37 ,Roadside Pickup,4/10/2017,$147.37 ,$111.78 ,2,2017,43.28253659
2/28/2017,$124.96 ,Roadside Pickup,4/11/2017,$174.96 ,$68.74 ,2,2017,46.6475986
3/1/2017,$34.87 ,Roadside Pickup,4/12/2017,$84.87 ,$63.56 ,3,2017,53.0357117
3/2/2017,$113.86 ,Roadside Pickup,4/13/2017,$163.86 ,$160.37 ,3,2017,60.7735188
3/3/2017,$26.85 ,Roadside Pickup,4/14/2017,$76.85 ,$63.37 ,3,2017,52.90510456
3/4/2017,$36.45 ,Roadside Pickup,4/15/2017,$86.45 ,$55.83 ,3,2017,58.83623909
3/5/2017,$77.23 ,Roadside Pickup,4/16/2017,$127.23 ,$87.15 ,3,2017,59.22027737
3/6/2017,$39.24 ,Roadside Pickup,4/17/2017,$89.24 ,$76.63 ,3,2017,55.39064551
3/7/2017,$61.01 ,Roadside Pickup,4/18/2017,$111.01 ,$101.87 ,3,2017,54.88132642
3/8/2017,$27.43 ,Roadside Pickup,4/19/2017,$77.43 ,$61.15 ,3,2017,61.00414963
3/9/2017,$76.44 ,Roadside Pickup,4/20/2017,$126.44 ,$117.14 ,3,2017,60.39710793
3/10/2017,$31.29 ,Roadside Pickup,4/21/2017,$81.29 ,$65.88 ,3,2017,43.0597827
3/11/2017,$121.70 ,Roadside Pickup,4/22/2017,$171.70 ,$125.28 ,3,2017,44.51392169
3/12/2017,$30.40 ,Roadside Pickup,4/23/2017,$80.40 ,$70.83 ,3,2017,44.69715693
3/13/2017,$99.70 ,Roadside Pickup,4/24/2017,$149.70 ,$117.50 ,3,2017,49.76001487
3/14/2017,$90.23 ,Roadside Pickup,4/25/2017,$140.23 ,$76.94 ,3,2017,56.87862068
3/15/2017,$25.29 ,Roadside Pickup,4/26/2017,$75.29 ,$61.12 ,3,2017,50.91903824
3/16/2017,$75.91 ,Roadside Pickup,4/27/2017,$125.91 ,$53.94 ,3,2017,57.4440549
3/17/2017,$82.54 ,Roadside Pickup,4/28/2017,$132.54 ,$132.53 ,3,2017,50.36268269
3/18/2017,$105.62 ,Roadside Pickup,4/29/2017,$155.62 ,$106.97 ,3,2017,58.49612693
3/19/2017,$107.96 ,Roadside Pickup,4/30/2017,$157.96 ,$142.42 ,3,2017,55.98087528
3/20/2017,$56.71 ,Roadside Pickup,5/1/2017,$106.71 ,$58.46 ,3,2017,52.49116868
3/21/2017,$92.04 ,Roadside Pickup,5/2/2017,$142.04 ,$141.74 ,3,2017,51.05584119
3/22/2017,$38.57 ,Roadside Pickup,5/3/2017,$88.57 ,$58.42 ,3,2017,49.62980439
3/23/2017,$25.29 ,Roadside Pickup,5/4/2017,$75.29 ,$55.78 ,3,2017,61.5040543
3/24/2017,$28.19 ,Roadside Pickup,5/5/2017,$78.19 ,$76.05 ,3,2017,61.96927104
3/25/2017,$100.42 ,Roadside Pickup,5/6/2017,$150.42 ,$88.01 ,3,2017,52.24428057
3/26/2017,$25.57 ,Roadside Pickup,5/7/2017,$75.57 ,$61.23 ,3,2017,59.58060424
3/27/2017,$112.69 ,Roadside Pickup,5/8/2017,$162.69 ,$141.40 ,3,2017,53.51299856
3/28/2017,$115.56 ,Roadside Pickup,5/9/2017,$165.56 ,$95.54 ,3,2017,59.27090879
3/29/2017,$30.72 ,Roadside Pickup,5/10/2017,$80.72 ,$73.53 ,3,2017,61.34061994
3/30/2017,$95.63 ,Roadside Pickup,5/11/2017,$145.63 ,$63.30 ,3,2017,42.72622076
3/31/2017,$107.14 ,Roadside Pickup,5/12/2017,$157.14 ,$68.80 ,3,2017,52.75914307
4/1/2017,$73.25 ,Roadside Pickup,5/13/2017,$123.25 ,$119.46 ,4,2017,49.46696331
4/2/2017,$84.28 ,Roadside Pickup,5/14/2017,$134.28 ,$59.18 ,4,2017,53.25659473
4/3/2017,$61.76 ,Roadside Pickup,5/15/2017,$111.76 ,$94.52 ,4,2017,55.2615517
4/4/2017,$39.87 ,Roadside Pickup,5/16/2017,$89.87 ,$73.75 ,4,2017,59.05844226
4/5/2017,$111.37 ,Roadside Pickup,5/17/2017,$161.37 ,$156.06 ,4,2017,54.89943431
4/6/2017,$52.11 ,Roadside Pickup,5/18/2017,$102.11 ,$55.97 ,4,2017,49.69718666
4/7/2017,$91.97 ,Roadside Pickup,5/19/2017,$141.97 ,$112.71 ,4,2017,60.9554415
4/8/2017,$123.96 ,Roadside Pickup,5/20/2017,$173.96 ,$112.20 ,4,2017,42.29718008
4/9/2017,$94.01 ,Roadside Pickup,5/21/2017,$144.01 ,$119.41 ,4,2017,61.98790858
4/10/2017,$101.63 ,Roadside Pickup,5/22/2017,$151.63 ,$109.91 ,4,2017,54.91650663
4/11/2017,$87.41 ,Roadside Pickup,5/23/2017,$137.41 ,$110.45 ,4,2017,57.02745007
4/12/2017,$118.17 ,Roadside Pickup,5/24/2017,$168.17 ,$115.55 ,4,2017,53.0121932
4/13/2017,$111.45 ,Roadside Pickup,5/25/2017,$161.45 ,$80.94 ,4,2017,57.72106323
4/14/2017,$71.12 ,Roadside Pickup,5/26/2017,$121.12 ,$82.65 ,4,2017,42.22900662
4/15/2017,$35.58 ,Roadside Pickup,5/27/2017,$85.58 ,$55.75 ,4,2017,56.17585578
4/16/2017,$44.97 ,Roadside Pickup,5/28/2017,$94.97 ,$69.99 ,4,2017,47.67150626
4/17/2017,$52.22 ,Roadside Pickup,5/29/2017,$102.22 ,$86.40 ,4,2017,53.61090738
4/18/2017,$83.52 ,Roadside Pickup,5/30/2017,$133.52 ,$118.19 ,4,2017,58.07800705
4/19/2017,$102.85 ,Roadside Pickup,5/31/2017,$152.85 ,$97.60 ,4,2017,45.65057921
4/20/2017,$70.55 ,Roadside Pickup,6/1/2017,$120.55 ,$60.11 ,4,2017,59.34563208
4/21/2017,$116.76 ,Roadside Pickup,6/2/2017,$166.76 ,$140.98 ,4,2017,48.32723303
4/22/2017,$26.85 ,Roadside Pickup,6/3/2017,$76.85 ,$61.51 ,4,2017,53.17571515
4/23/2017,$97.39 ,Roadside Pickup,6/4/2017,$147.39 ,$84.18 ,4,2017,51.20261126
4/24/2017,$32.28 ,Roadside Pickup,6/5/2017,$82.28 ,$68.89 ,4,2017,55.21754277
4/25/2017,$106.27 ,Roadside Pickup,6/6/2017,$156.27 ,$100.05 ,4,2017,60.024156
4/26/2017,$72.24 ,Roadside Pickup,6/7/2017,$122.24 ,$111.61 ,4,2017,61.96977821
4/27/2017,$66.76 ,Roadside Pickup,6/8/2017,$116.76 ,$82.58 ,4,2017,61.4825661
4/28/2017,$59.72 ,Roadside Pickup,6/9/2017,$109.72 ,$53.96 ,4,2017,46.39205056
4/29/2017,$105.17 ,Roadside Pickup,6/10/2017,$155.17 ,$114.46 ,4,2017,57.68432757
4/30/2017,$106.01 ,Roadside Pickup,6/11/2017,$156.01 ,$99.46 ,4,2017,54.5243605
5/1/2017,$116.35 ,Roadside Pickup,6/12/2017,$166.35 ,$93.11 ,5,2017,59.42217858
5/2/2017,$50.53 ,Roadside Pickup,6/13/2017,$100.53 ,$88.62 ,5,2017,54.13890828
5/3/2017,$58.87 ,Roadside Pickup,6/14/2017,$108.87 ,$100.46 ,5,2017,42.58490563
5/4/2017,$107.35 ,Roadside Pickup,6/15/2017,$157.35 ,$99.82 ,5,2017,47.04951477
5/5/2017,$44.73 ,Roadside Pickup,6/16/2017,$94.73 ,$89.07 ,5,2017,59.23278198
5/6/2017,$92.50 ,Roadside Pickup,6/17/2017,$142.50 ,$106.30 ,5,2017,43.65716097
5/7/2017,$96.71 ,Roadside Pickup,6/18/2017,$146.71 ,$58.33 ,5,2017,42.1192136
5/8/2017,$57.96 ,Roadside Pickup,6/19/2017,$107.96 ,$103.11 ,5,2017,49.8621859
5/9/2017,$104.56 ,Roadside Pickup,6/20/2017,$154.56 ,$112.99 ,5,2017,46.94212876
5/10/2017,$26.56 ,Roadside Pickup,6/21/2017,$76.56 ,$76.05 ,5,2017,45.78589052
5/11/2017,$60.58 ,Roadside Pickup,6/22/2017,$110.58 ,$91.46 ,5,2017,55.19412431
5/12/2017,$43.72 ,Roadside Pickup,6/23/2017,$93.72 ,$74.32 ,5,2017,43.72912153
5/13/2017,$60.71 ,Roadside Pickup,6/24/2017,$110.71 ,$87.14 ,5,2017,45.79901584
5/14/2017,$42.39 ,Roadside Pickup,6/25/2017,$92.39 ,$70.16 ,5,2017,57.60954314
5/15/2017,$64.91 ,Roadside Pickup,6/26/2017,$114.91 ,$109.06 ,5,2017,59.68414011
5/16/2017,$71.24 ,Roadside Pickup,6/27/2017,$121.24 ,$114.56 ,5,2017,54.74631299
5/17/2017,$78.55 ,Roadside Pickup,6/28/2017,$128.55 ,$98.53 ,5,2017,57.17530753
5/18/2017,$84.64 ,Roadside Pickup,6/29/2017,$134.64 ,$50.99 ,5,2017,47.48470551
5/19/2017,$30.46 ,Roadside Pickup,6/30/2017,$80.46 ,$58.01 ,5,2017,44.39773665
5/20/2017,$63.96 ,Roadside Pickup,7/1/2017,$113.96 ,$80.29 ,5,2017,55.16005877
5/21/2017,$33.39 ,Roadside Pickup,7/2/2017,$83.39 ,$51.82 ,5,2017,47.02626524
5/22/2017,$78.13 ,Roadside Pickup,7/3/2017,$128.13 ,$85.30 ,5,2017,56.05727526
5/23/2017,$26.37 ,Roadside Pickup,7/4/2017,$76.37 ,$56.49 ,5,2017,48.40447798
5/24/2017,$73.55 ,Roadside Pickup,7/5/2017,$123.55 ,$100.82 ,5,2017,42.25269676
5/25/2017,$123.59 ,Roadside Pickup,7/6/2017,$173.59 ,$140.46 ,5,2017,53.47339975
5/26/2017,$60.41 ,Roadside Pickup,7/7/2017,$110.41 ,$54.55 ,5,2017,48.4321494
5/27/2017,$118.45 ,Roadside Pickup,7/8/2017,$168.45 ,$55.24 ,5,2017,50.44629552
5/28/2017,$86.68 ,Roadside Pickup,7/9/2017,$136.68 ,$52.97 ,5,2017,59.01175834
5/29/2017,$69.18 ,Roadside Pickup,7/10/2017,$119.18 ,$85.05 ,5,2017,61.67996379
5/30/2017,$124.47 ,Roadside Pickup,7/11/2017,$174.47 ,$157.00 ,5,2017,56.00377069
5/31/2017,$30.20 ,Roadside Pickup,7/12/2017,$80.20 ,$59.68 ,5,2017,53.61822236
6/1/2017,$84.67 ,Roadside Pickup,7/13/2017,$134.67 ,$106.76 ,6,2017,58.71807391
6/2/2017,$26.38 ,Roadside Pickup,7/14/2017,$76.38 ,$64.22 ,6,2017,56.68036898
6/3/2017,$33.75 ,Roadside Pickup,7/15/2017,$83.75 ,$60.89 ,6,2017,58.72201433
6/4/2017,$80.28 ,Roadside Pickup,7/16/2017,$130.28 ,$103.94 ,6,2017,59.522197
6/5/2017,$32.34 ,Roadside Pickup,7/17/2017,$82.34 ,$72.84 ,6,2017,42.95392945
6/6/2017,$59.24 ,Roadside Pickup,7/18/2017,$109.24 ,$51.36 ,6,2017,58.14715471
6/7/2017,$86.32 ,Roadside Pickup,7/19/2017,$136.32 ,$113.51 ,6,2017,57.24022576
6/8/2017,$39.32 ,Roadside Pickup,7/20/2017,$89.32 ,$64.62 ,6,2017,58.87559447
6/9/2017,$51.87 ,Roadside Pickup,7/21/2017,$101.87 ,$74.04 ,6,2017,60.47292409
6/10/2017,$39.11 ,Roadside Pickup,7/22/2017,$89.11 ,$84.57 ,6,2017,59.62786165
6/11/2017,$92.13 ,Roadside Pickup,7/23/2017,$142.13 ,$51.27 ,6,2017,47.4614801
6/12/2017,$104.08 ,Roadside Pickup,7/24/2017,$154.08 ,$109.98 ,6,2017,57.23893964
6/13/2017,$65.82 ,Roadside Pickup,7/25/2017,$115.82 ,$60.65 ,6,2017,53.25326506
